type,id,title,publishedTime,duration,thumbnails,descriptionSnippet,link,shelfTitle,viewCount.text,viewCount.short,channel.name,channel.id,channel.thumbnails,channel.link,accessibility.title,accessibility.duration
video,v3INzOzGEOM,MI 360 HOME SECURITY CAMERA 2K PRO Relaxing Unboxing,1 month ago,2:08,"[{'url': 'https://i.ytimg.com/vi/v3INzOzGEOM/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCV84OlHjVGUZ1Ndkpi3GJGxTcOjA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/v3INzOzGEOM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCJQL1qw58DGxFmitlihRoX7OTf2A', 'width': 720, 'height': 404}]","[{'text': 'Check it out guys the latest from the Mi Home '}, {'text': 'Security Camera', 'bold': True}, {'text': ' Series. 2K clarity at its best. This is just the unboxing part Where to\xa0...'}]",https://www.youtube.com/watch?v=v3INzOzGEOM,,"3,141",3.1K,XIAOMI REVIEW,UCavnECZdEPVno2ZsYEpQQLQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngBKhdYGNO8cr_QJdfnnhdRjV8apnBMOCviWR7yhg=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCavnECZdEPVno2ZsYEpQQLQ,"MI 360 HOME SECURITY CAMERA 2K PRO Relaxing Unboxing by XIAOMI REVIEW 1 month ago 2 minutes, 8 seconds 3,141 views","2 minutes, 8 seconds"
video,91ZOmzV5Y0k,Mi Home Security Camera 360° | #LiveSecure,2 years ago,0:55,"[{'url': 'https://i.ytimg.com/vi/91ZOmzV5Y0k/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCpcUOMaTG7bnHvGM4L6jsxgHZmsA', 'width': 480, 'height': 270}]","[{'text': 'Mi Home '}, {'text': 'Security Camera', 'bold': True}, {'text': ' 360° - 360° viewing angle - 1080p FHD video recording - Infrared night vision - AI motion detection\xa0...'}]",https://www.youtube.com/watch?v=91ZOmzV5Y0k,,"476,332",476K,Xiaomi India,UCSZ55Hjl_1sZZG04Puf_SrA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngY7V3tSvUeLOjPEaPc4mtKO1-4n5T4vbGEx9vshw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCSZ55Hjl_1sZZG04Puf_SrA,"Mi Home Security Camera 360° | #LiveSecure by Xiaomi India 2 years ago 55 seconds 476,332 views",55 seconds
video,xDXr0PZ7j-o,Setup Tutorial - HeimVision 311 Outdoor WiFi Security Camera - Installing a Surveillance System,9 months ago,13:02,"[{'url': 'https://i.ytimg.com/vi/xDXr0PZ7j-o/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBNCcWCagxmnH5vUy1_mn3loq1YPQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/xDXr0PZ7j-o/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBPJOLoMbp11iTU9rA3uRry7KkdLA', 'width': 720, 'height': 404}]","[{'text': 'How to set up a '}, {'text': 'camera', 'bold': True}, {'text': ' at your front door to monitor your deliveries and be notified on you phone when someone is at the door.'}]",https://www.youtube.com/watch?v=xDXr0PZ7j-o,,"13,712",13K,Robbie Strike,UCR7r9JJtMDh81swnVUnMatw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnjKf69Uf3qchcEg4G1Jaozus1MDK7XLsb8qMlOmQw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCR7r9JJtMDh81swnVUnMatw,"Setup Tutorial - HeimVision 311 Outdoor WiFi Security Camera - Installing a Surveillance System by Robbie Strike 9 months ago 13 minutes, 2 seconds 13,712 views","13 minutes, 2 seconds"
video,g5ZV2XYQoZI,ZOSI 1080p Security Camera System Review Surveillance,2 years ago,4:19,"[{'url': 'https://i.ytimg.com/vi/g5ZV2XYQoZI/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCuoNsgr_hZVs9r6LWX2LHfKp0E4g', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/g5ZV2XYQoZI/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAgWWJEhnKMQDaf1e1xZghGIW81Zg', 'width': 720, 'height': 404}]","[{'text': 'zosi home '}, {'text': 'security', 'bold': True}, {'text': ' system review 1080p amazon '}, {'text': 'camera', 'bold': True}, {'text': ' system four '}, {'text': 'camera', 'bold': True}, {'text': ' system with 8ch dvr and 1tb internal hard drive.'}]",https://www.youtube.com/watch?v=g5ZV2XYQoZI,,"53,686",53K,Brandon Jackson,UCdKPKUpDnzi1OEz3-7ecJ0g,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngOgZyVAqCO7T6M2elypZsFmm2cIlsvTsTK6ZqI=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCdKPKUpDnzi1OEz3-7ecJ0g,"ZOSI 1080p Security Camera System Review Surveillance by Brandon Jackson 2 years ago 4 minutes, 19 seconds 53,686 views","4 minutes, 19 seconds"
video,W7LYhTPc-Nw,CCTV Security Camera Video Recording Frame Rate Comparison,7 years ago,1:34,"[{'url': 'https://i.ytimg.com/vi/W7LYhTPc-Nw/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAI_HvNTOEocwdgG_IR7A-FPqvl4w', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/W7LYhTPc-Nw/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC27ES2zJ8_3uTmqBNLBAT6oCzo8g', 'width': 720, 'height': 404}]","[{'text': 'In '}, {'text': 'CCTV Camera', 'bold': True}, {'text': ' Pros experience, 7.5 fps to15 fps is the most popular range of recording frame rate used in video surveillance\xa0...'}]",https://www.youtube.com/watch?v=W7LYhTPc-Nw,,"109,570",109K,CCTV Camera Pros,UC8k725GWqy7zsLf5RFz5n2A,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniQQ_Yokfz3ndmVulRkFnfjRXfP0FdaNDgIOgT1hw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC8k725GWqy7zsLf5RFz5n2A,"CCTV Security Camera Video Recording Frame Rate Comparison by CCTV Camera Pros 7 years ago 1 minute, 34 seconds 109,570 views","1 minute, 34 seconds"
video,AugtfZD1dqI,Blink Mini Indoor Security Camera Review,11 months ago,5:38,"[{'url': 'https://i.ytimg.com/vi/AugtfZD1dqI/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLD5VvMBBNVZgXZVDdzKRnrFf_N3tg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/AugtfZD1dqI/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBezj79CCC1tX9M30VA8T3eYvZCBA', 'width': 720, 'height': 404}]","[{'text': 'Blink Mini – Compact indoor plug-in smart '}, {'text': 'security camera', 'bold': True}, {'text': ', 1080 HD video, motion detection, Works with Alexa – 1 camera by\xa0...'}]",https://www.youtube.com/watch?v=AugtfZD1dqI,,"98,421",98K,Peter von Panda,UCS-ix9RRO7OJdspbgaGOFiA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnj2GZ6HRBCXYd1BsvdPN0fnZrOX7DPVxp_wDjnaaw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCS-ix9RRO7OJdspbgaGOFiA,"Blink Mini Indoor Security Camera Review by Peter von Panda 11 months ago 5 minutes, 38 seconds 98,421 views","5 minutes, 38 seconds"
video,X9zLlYOs8q0,Restoration Cctv camera security surveillance | Restore Outdoor Camera night vision,1 year ago,15:30,"[{'url': 'https://i.ytimg.com/vi/X9zLlYOs8q0/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLD_4LZaWLu1yoz9EQ5QY787iCupKQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/X9zLlYOs8q0/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB3JbZDF8wKt8wWozCrz-f2aQkZqg', 'width': 720, 'height': 404}]","[{'text': 'Restoration '}, {'text': 'Cctv camera', 'bold': True}, {'text': ' security surveillance | Restore Outdoor Camera night vision. Restoration VR I founded the youtube\xa0...'}]",https://www.youtube.com/watch?v=X9zLlYOs8q0,,"4,716,511",4.7M,Restoration VR,UCtGc1Hv0Fq5G211AwMHbf1g,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnh9LwJwh8Za2E4kFN1Wv9U_6F4rljnolD2Nz4Y3=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCtGc1Hv0Fq5G211AwMHbf1g,"Restoration Cctv camera security surveillance | Restore Outdoor Camera night vision by Restoration VR 1 year ago 15 minutes 4,716,511 views","15 minutes, 30 seconds"
video,CNbQ0FIKjqM,"Group of hackers claim to have hacked 150,000 security cameras",1 week ago,1:50,"[{'url': 'https://i.ytimg.com/vi/CNbQ0FIKjqM/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBZDcGCuhqKmjeMu_3zt4HD9Szkow', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/CNbQ0FIKjqM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBacY82gWFmYM4Q3vlt25MovevJ1w', 'width': 720, 'height': 404}]","[{'text': 'A group of hackers say they breached 150000 '}, {'text': 'security cameras', 'bold': True}, {'text': ' inside hospitals, companies, prisons, and schools. One of the\xa0...'}]",https://www.youtube.com/watch?v=CNbQ0FIKjqM,,"7,829",7.8K,CBS This Morning,UC-SJ6nODDmufqBzPBwCvYvQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniGhWajP0BfGE9iNdVu42M3Vy3jvltdV_H2SLz5=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC-SJ6nODDmufqBzPBwCvYvQ,"Group of hackers claim to have hacked 150,000 security cameras by CBS This Morning 1 week ago 1 minute, 50 seconds 7,829 views","1 minute, 50 seconds"
video,shLe4ug8JsI,Difference Between IP vs HD CCTV Camera | Which is Better? Bharat Jain,1 year ago,13:01,"[{'url': 'https://i.ytimg.com/vi/shLe4ug8JsI/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBaChfdMSLdOpbsLqtZfc0T3ctuJQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/shLe4ug8JsI/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCocbHa8UVjt5o-hskUolqKKeRHdw', 'width': 720, 'height': 404}]","[{'text': 'Namaskar Dosto, Aaj Ke Is Video Me Mene Ip '}, {'text': 'Cctv Camera', 'bold': True}, {'text': ' Or Hd '}, {'text': 'Cctv Camera', 'bold': True}, {'text': ' System Ke Bich Me Kya Difference Hota Hai Uske\xa0...'}]",https://www.youtube.com/watch?v=shLe4ug8JsI,,"372,579",372K,Bharat Jain,UCiKTk-XlOBGSQxSCluiCRjw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniIVkP8fxRHFgv6bb-YkWAjc9UYh8aywZMop08mOZc=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCiKTk-XlOBGSQxSCluiCRjw,"Difference Between IP vs HD CCTV Camera | Which is Better? Bharat Jain by Bharat Jain 1 year ago 13 minutes, 1 second 372,579 views","13 minutes, 1 second"
video,qLYiObYQ4Pk,Security camera catches strip mall gunfight,9 months ago,1:12,"[{'url': 'https://i.ytimg.com/vi/qLYiObYQ4Pk/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDv6lOtGmXDaXaRBlu8v8Qa2rABxQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/qLYiObYQ4Pk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDXyUOn31OO30QhCH8ZClKGUr--Fw', 'width': 720, 'height': 404}]","[{'text': 'Walnut Creek Police Department release video of a strip mall gunfight that injured two people, including a bystander. One person\xa0...'}]",https://www.youtube.com/watch?v=qLYiObYQ4Pk,,"223,302",223K,Mercury News,UCKpv0aXnKBkiU5uiEWAdpgg,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniwy7x4awMSvXeBvoQ3NUk7Nl7AcyM-OlX1yd2S=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCKpv0aXnKBkiU5uiEWAdpgg,"Security camera catches strip mall gunfight by Mercury News 9 months ago 1 minute, 12 seconds 223,302 views","1 minute, 12 seconds"
video,jTyTN71P9ZU,Fu Fu Cat Crying on Security Camera Goes Viral in China,1 month ago,2:06,"[{'url': 'https://i.ytimg.com/vi/jTyTN71P9ZU/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBUvAu7vBmjpGnk1WVtgwPT6LuUCw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/jTyTN71P9ZU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC7wCf2RBb_dBjfl048g3MXAriDcw', 'width': 720, 'height': 404}]","[{'text': ""I guess he's feline lonely. A pet cat has gone viral in China after appearing to cry into a ""}, {'text': 'security camera', 'bold': True}, {'text': ' while being left at home\xa0...'}]",https://www.youtube.com/watch?v=jTyTN71P9ZU,,"116,925",116K,Joseph Morris,UCwd4frI15aNYFZ_TuLc9XUg,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwng_cz-eSkaHkchZQ-TouVecq9rlYhUL0ys-GX_x2w=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCwd4frI15aNYFZ_TuLc9XUg,"Fu Fu Cat Crying on Security Camera Goes Viral in China by Joseph Morris 1 month ago 2 minutes, 6 seconds 116,925 views","2 minutes, 6 seconds"
video,kjypG0ww-4Y,How to Install an Outdoor Security Camera,3 years ago,3:40,"[{'url': 'https://i.ytimg.com/vi/kjypG0ww-4Y/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBOqXoYN9QGcLmgI3yFDxTQERSsTw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/kjypG0ww-4Y/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDg9myQaXRBefyVlrP3KqBJJc4kaw', 'width': 720, 'height': 404}]","[{'text': ""Perhaps you've read a few online ""}, {'text': 'security camera', 'bold': True}, {'text': "" reviews. Through your reading, maybe you've pinpointed a few equipment\xa0...""}]",https://www.youtube.com/watch?v=kjypG0ww-4Y,,"693,475",693K,Vivint,UC8KwdFvuWwpAPAKuqWh64dw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwng5867_YucGxETL3XAn64AVZeNMwr5fRr1sJVzcBw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC8KwdFvuWwpAPAKuqWh64dw,"How to Install an Outdoor Security Camera by Vivint 3 years ago 3 minutes, 40 seconds 693,475 views","3 minutes, 40 seconds"
video,R4vge796jCA,Mi Home Security Camera 360° 1080P unboxing & initial setup in telugu || By Kanthu || babai TV,9 months ago,8:23,"[{'url': 'https://i.ytimg.com/vi/R4vge796jCA/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLADTI4xepNf_Aw34lUlHxT7Gp3hvw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/R4vge796jCA/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDkKRtYeYB2kwLyDj0twftBwIUFbw', 'width': 720, 'height': 404}]",[{'text': 'babaiTV Social Media Link : Twitter : https://twitter.com/BabaiTv Instagram : https://www.instagram.com/hibabaitv/ Facebook\xa0...'}],https://www.youtube.com/watch?v=R4vge796jCA,,"73,230",73K,babai TV Telugu,UC35RgNnSxrjPfnHZb2e23Cw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniAVzIo_YsJxvkNnRQew7OmtPZjKwpEgYHm6HPq=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC35RgNnSxrjPfnHZb2e23Cw,"Mi Home Security Camera 360° 1080P unboxing & initial setup in telugu || By Kanthu || babai TV by babai TV Telugu 9 months ago 8 minutes, 23 seconds 73,230 views","8 minutes, 23 seconds"
video,XvGzC7MqZbM,EufyCam 2 Wireless Security Cameras for HomeKit,1 year ago,3:59,"[{'url': 'https://i.ytimg.com/vi/XvGzC7MqZbM/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDJkOcmMEeSAvNxPATLWXF_HJJncA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/XvGzC7MqZbM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD8gjg-zRJ4mlst7UIez9bV-3FTpg', 'width': 720, 'height': 404}]","[{'text': 'Security camera', 'bold': True}, {'text': "" solutions for HomeKit are growing! Today I'll look at one of the first wireless ""}, {'text': 'security camera', 'bold': True}, {'text': ' options available for\xa0...'}]",https://www.youtube.com/watch?v=XvGzC7MqZbM,,"138,653",138K,Rey G,UC5FGOQj0sKRBFUsnUbw3CUQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwni1EkjmjR7zkEyoJakH0thcuw46SIIpnAqy6xsXqw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC5FGOQj0sKRBFUsnUbw3CUQ,"EufyCam 2 Wireless Security Cameras for HomeKit by Rey G 1 year ago 27 minutes 138,653 views","27 minutes, 59 seconds"
video,GnmE1xelgqU,This Cat ‘Cries’ Into Security Camera After Being Left At Home Alone,3 weeks ago,1:36,"[{'url': 'https://i.ytimg.com/vi/GnmE1xelgqU/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDXUq6M6tN4wdYkwB44z04UjpD5ZA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/GnmE1xelgqU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAbEeVQNiX6ATnGrksMJS67latbJw', 'width': 720, 'height': 404}]",[{'text': 'Credit: Douyin | fufu20180416 --------------------------------------------------------------- Contact us: slideshowforfun@mail.com\xa0...'}],https://www.youtube.com/watch?v=GnmE1xelgqU,,"69,166",69K,Stories of Animals,UCmFx_cKijkM1lbZYUvnqA1Q,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnj88TRczrpjE13UfnDMalSB-sLiRaTWuT_BFmLNAQ=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCmFx_cKijkM1lbZYUvnqA1Q,"This Cat ‘Cries’ Into Security Camera After Being Left At Home Alone by Stories of Animals 3 weeks ago 1 minute, 36 seconds 69,166 views","1 minute, 36 seconds"
video,1Nl-LZ5LWlI,360° Fisheye Panoramic Wifi LED Bulb Light with Spy Camera by MECO Hands on Review and Test,2 years ago,18:14,"[{'url': 'https://i.ytimg.com/vi/1Nl-LZ5LWlI/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDLF3yLA4UUZrzplFK7xiZwa5J5JQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/1Nl-LZ5LWlI/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCmYHhwKbURg2cyFbtPhcykiYJkCQ', 'width': 720, 'height': 404}]","[{'text': '... Panoramic Wifi LED Bulb Light with Spy Camera by MECO Hands on Review and Test MECO WiFi Light Bulb '}, {'text': 'Security Camera', 'bold': True}, {'text': '-\xa0...'}]",https://www.youtube.com/watch?v=1Nl-LZ5LWlI,,"769,571",769K,Geek Street,UCj2xtCfUX4tY0AouuOvEhNA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnhm-6IQ9XZ2HSMbytyQ3diB7J76v4102q9wx7omjA=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCj2xtCfUX4tY0AouuOvEhNA,"360° Fisheye Panoramic Wifi LED Bulb Light with Spy Camera by MECO Hands on Review and Test by Geek Street 2 years ago 18 minutes 769,571 views","18 minutes, 14 seconds"
video,Z50UdWp70nk,MAN GOT CAUGHT ON CAMERA (Security Footage),3 months ago,8:23,"[{'url': 'https://i.ytimg.com/vi/Z50UdWp70nk/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLA61QZUHrEo3pB_cK6e4PanCyaVug', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/Z50UdWp70nk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBd6JXwGQ7kDRp1oVqPh2QRu_NJ1A', 'width': 720, 'height': 404}]","[{'text': ""In Episode 55 Of Carter's Life, Carter sharer finds and looks into the ""}, {'text': 'security camera', 'bold': True}, {'text': ' footage where someone breaks his car\xa0...'}]",https://www.youtube.com/watch?v=Z50UdWp70nk,,"448,974",448K,Carter's Life,UCkcMROg_hi3uOcCfc17Ayhw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngJAZFMFPG2N6aVSdY1uKleZg5LGvsvixwcCDnL=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCkcMROg_hi3uOcCfc17Ayhw,"MAN GOT CAUGHT ON CAMERA (Security Footage) by Carter's Life 3 months ago 8 minutes, 23 seconds 448,974 views","8 minutes, 23 seconds"
video,z7ynrH1b1qo,10 Creepiest Moments Caught On CCTV,3 months ago,11:29,"[{'url': 'https://i.ytimg.com/vi/z7ynrH1b1qo/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBO4Y5rn4ntmHULaTBFoVOHMaZECQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/z7ynrH1b1qo/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCfGW_yYwgyEwPPqjFG8vPROUQ_IQ', 'width': 720, 'height': 404}]","[{'text': '... always been to survey our surroundings intending to catch unlawful activities on the camera. However, the '}, {'text': 'security camera', 'bold': True}, {'text': ' also\xa0...'}]",https://www.youtube.com/watch?v=z7ynrH1b1qo,,"279,173",279K,Viral Now,UC-NPQYmHM9AagZg2GfaiiBw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngW7aGiRp3ubpQJLNNpycN5uAuKTRE44FiyjD7w=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC-NPQYmHM9AagZg2GfaiiBw,"10 Creepiest Moments Caught On CCTV by Viral Now 3 months ago 11 minutes, 29 seconds 279,173 views","11 minutes, 29 seconds"
video,gJIw5DZtGEk,Xiaomi Outdoor Home Security Camera Magnetic Mount CCTV MJSXJ02HL,9 months ago,9:38,"[{'url': 'https://i.ytimg.com/vi/gJIw5DZtGEk/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCEVmV_K1IF-famUyJKR_2FEcLcHg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/gJIw5DZtGEk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBorXZFzXojGkFgKqyyzcGsuWihNw', 'width': 720, 'height': 404}]","[{'text': 'In this video, I will unbox and review the new Xiaomi Mi Home Outdoor '}, {'text': 'Security Camera', 'bold': True}, {'text': ' Standard Edition. It has a magnetic\xa0...'}]",https://www.youtube.com/watch?v=gJIw5DZtGEk,,"41,591",41K,DSmartLife,UCfys_V_uVfxyyldxjrx77Kg,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnhWfiihtS9UdwARBsgeQoXHEXBKGrY6-Qa_zm-i=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCfys_V_uVfxyyldxjrx77Kg,"Xiaomi Outdoor Home Security Camera Magnetic Mount CCTV MJSXJ02HL by DSmartLife 9 months ago 9 minutes, 38 seconds 41,591 views","9 minutes, 38 seconds"
